SN,IP Delay (ms)
5760,19.876956939697266
5761,19.882917404174805
5762,19.784927368164062
5763,19.7141170501709
5764,19.636869430541992
5765,19.572973251342773
5766,19.485950469970703
5767,19.483089447021484
5768,19.33503150939941
5769,19.3328857421875
5770,19.25802230834961
5771,19.2110538482666
5772,19.077777862548828
5773,19.079923629760746
5774,19.00601387023925
5775,18.928050994873047
5776,18.86892318725586
5777,18.7990665435791
5778,18.735885620117188
5779,18.73087882995605
5780,18.61882209777832
5781,18.53609085083008
5782,18.47386360168457
5783,18.472909927368164
5784,18.33105087280273
5785,18.325090408325195
5786,18.271923065185547
5787,18.1879997253418
5788,18.128156661987305
5789,18.05901527404785
5790,17.991065979003906
5791,18.007993698120117
5792,17.857074737548828
5793,17.878055572509766
5794,17.734050750732422
5795,17.741918563842773
5796,17.664194107055664
5797,17.59815216064453
5798,17.53687858581543
5799,17.467975616455078
5800,17.39215850830078
5801,17.34304428100586
5802,17.25292205810547
5803,17.266035079956055
5804,17.125844955444336
5805,17.13109016418457
5806,17.06099510192871
5807,16.983985900878906
5808,16.92485809326172
5809,16.882896423339844
5810,16.81804656982422
5811,16.737937927246094
5812,16.652822494506836
5813,16.644954681396484
5814,16.602039337158203
5815,16.51287078857422
5816,16.45803451538086
5817,16.384124755859375
5818,16.386032104492188
5819,16.247034072875977
5820,16.23392105102539
5821,21.139144897460938
5822,21.075963973999023
5823,20.99800109863281
5824,20.90311050415039
5825,20.852088928222656
5826,20.879030227661133
5827,20.713090896606445
5828,20.70784568786621
5829,20.65396308898925
5830,20.591020584106445
5831,20.505905151367188
5832,20.44987678527832
5833,20.36404609680176
5834,20.30491828918457
5835,20.24388313293457
5836,20.179033279418945
5837,20.1101303100586
5838,20.089149475097656
5839,19.953012466430664
5840,19.946813583374023
5841,19.866943359375
5842,19.800901412963867
5843,19.758939743041992
5844,19.65618133544922
5845,19.59395408630371
5846,19.541025161743164
5847,19.437074661254883
5848,19.48094367980957
5849,19.34289932250977
5850,19.37508583068848
5851,19.209861755371094
5852,19.210100173950195
5853,19.137859344482425
5854,19.06704902648925
5855,19.010066986083984
5856,18.934965133666992
5857,18.8748836517334
5858,18.8140869140625
5859,18.70298385620117
5860,18.69416236877441
5861,18.60594749450684
5862,18.62311363220215
5863,18.531084060668945
5864,18.47982406616211
5865,18.38397979736328
5866,18.326997756958008
5867,18.33796501159668
5868,18.19109916687012
5869,18.167972564697266
5870,18.096923828125
5871,18.05591583251953
5872,17.93694496154785
5873,17.917156219482422
5874,17.83895492553711
5875,17.789125442504883
5876,17.69423484802246
5877,17.65608787536621
5878,17.5631046295166
5879,17.528057098388672
5880,17.435789108276367
5881,17.36593246459961
5882,17.299175262451172
5883,17.282962799072266
5884,17.206907272338867
5885,17.172813415527344
5886,17.086029052734375
5887,17.03500747680664
5888,16.95084571838379
5889,16.89004898071289
5890,16.797780990600586
5891,16.79205894470215
5892,16.669034957885742
5893,16.622066497802734
5894,16.54195785522461
5895,16.54219627380371
5896,16.418933868408203
5897,16.387939453125
5898,16.329050064086914
5899,16.282081604003906
5900,21.19588851928711
5901,21.109819412231445
5902,21.06189727783203
5903,20.94888687133789
5904,20.910978317260746
5905,20.893096923828125
5906,20.77603340148925
5907,20.72310447692871
5908,20.652055740356445
5909,20.667076110839844
5910,20.53189277648925
5911,20.511150360107425
5912,20.46418190002441
5913,20.36881446838379
5914,20.38192749023437
5915,20.219087600708008
5916,20.22695541381836
5917,20.164012908935547
5918,20.077943801879883
5919,20.0040340423584
5920,19.966840744018555
5921,19.867897033691406
5922,19.804000854492188
5923,19.74701881408692
5924,19.66714859008789
5925,19.598960876464844
5926,19.59705352783203
5927,19.454002380371094
5928,19.456148147583008
5929,19.387006759643555
5930,19.29616928100586
5931,19.273042678833008
5932,19.18911933898925
5933,19.11616325378418
5934,19.05989646911621
5935,18.94688606262207
5936,18.918991088867188
5937,18.841028213500977
5938,18.841028213500977
5939,18.711090087890625
5940,18.693208694458008
5941,18.65506172180176
5942,18.57209205627441
5943,18.52607727050781
5944,18.446922302246094
5945,18.3711051940918
5946,18.297195434570312
5947,18.23592185974121
5948,18.19014549255371
5949,18.085956573486328
5950,18.119096755981445
5951,17.921924591064453
5952,17.96698570251465
5953,17.904043197631836
5954,17.821073532104492
5955,17.746925354003906
5956,17.695188522338867
5957,17.601966857910156
5958,17.555952072143555
5959,17.45891571044922
5960,17.4710750579834
5961,17.30489730834961
5962,17.36593246459961
5963,17.194032669067383
5964,17.199039459228516
5965,17.14777946472168
5966,17.066001892089844
5967,16.987085342407227
5968,16.94202423095703
5969,16.852140426635742
5970,16.835927963256836
5971,16.739845275878906
5972,16.666173934936523
5973,16.595840454101562
5974,16.59083366394043
5975,16.418933868408203
5976,16.431093215942383
5977,16.375064849853516
5978,16.305923461914062
5979,16.208887100219727
5980,16.177892684936523
5981,21.13986015319824
5982,21.05998992919922
5983,20.97797393798828
5984,20.926952362060547
5985,20.86710929870605
5986,20.77603340148925
5987,20.728111267089844
5988,20.66612243652344
5989,20.643949508666992
5990,20.50495147705078
5991,20.529985427856445
5992,20.42984962463379
5993,20.35307884216309
5994,20.32089233398437
5995,20.21193504333496
5996,20.14899253845215
5997,20.09415626525879
5998,19.989013671875
5999,19.987106323242188
6000,19.87290382385254
6001,19.861936569213867
6002,19.79303359985352
6003,19.74010467529297
6004,19.665002822875977
6005,19.64116096496582
6006,19.550085067749023
6007,19.5767879486084
6008,19.43397521972656
6009,19.437074661254883
6010,19.332170486450195
6011,19.2861557006836
6012,19.215106964111328
6013,19.149065017700195
6014,19.098997116088867
6015,19.00911331176757
6016,18.95618438720703
6017,18.952131271362305
6018,18.7978744506836
6019,18.79596710205078
6020,18.751859664916992
6021,18.66006851196289
6022,18.598079681396484
6023,18.49818229675293
6024,18.45097541809082
6025,18.390893936157227
6026,18.31221580505371
6027,18.26810836791992
6028,18.197059631347656
6029,18.198013305664062
6030,18.049955368041992
6031,18.02802085876465
6032,17.987966537475586
6033,17.90595054626465
6034,17.817020416259766
6035,17.778873443603516
6036,17.693042755126953
6037,17.628908157348633
6038,17.60697364807129
6039,17.56000518798828
6040,17.44985580444336
6041,17.47298240661621
6042,17.34304428100586
6043,17.370939254760742
6044,17.288923263549805
6045,17.20285415649414
6046,17.12489128112793
6047,17.06385612487793
6048,17.013072967529297
6049,16.98589324951172
6050,16.859054565429688
6051,16.87002182006836
6052,16.769886016845703
6053,16.705989837646484
6054,16.6170597076416
6055,16.56198501586914
6056,16.568899154663086
6057,16.405105590820312
6058,16.418933868408203
6059,16.30997657775879
6060,16.293048858642578
6061,16.25990867614746
6062,21.14701271057129
6063,21.09384536743164
6064,21.05283737182617
6065,20.978212356567383
6066,20.869016647338867
6067,20.83992958068848
6068,20.737171173095703
6069,20.67399024963379
6070,20.673036575317383
6071,20.54405212402344
6072,20.519018173217773
6073,20.457983016967773
6074,20.41792869567871
6075,20.31898498535156
6076,20.22790908813477
6077,20.16901969909668
6078,20.183086395263672
6079,20.083904266357425
6080,20.03192901611328
6081,19.97208595275879
6082,19.9429988861084
6083,19.77181434631348
6084,19.783973693847656
6085,19.706010818481445
6086,19.627094268798828
6087,19.5620059967041
6088,19.49501037597656
6089,19.453048706054688
6090,19.416093826293945
6091,19.29903030395508
6092,19.22893524169922
6093,19.201993942260746
6094,19.09804344177246
6095,19.032001495361328
6096,19.02294158935547
6097,18.897056579589844
6098,18.89491081237793
6099,18.83220672607422
6100,18.74709129333496
6101,18.67604255676269
6102,18.606185913085938
6103,18.53609085083008
6104,18.50414276123047
6105,18.466949462890625
6106,18.3868408203125
6107,18.312931060791016
6108,18.2650089263916
6109,18.198013305664062
6110,18.121957778930664
6111,18.0959701538086
6112,17.978906631469727
6113,17.94290542602539
6114,17.89116859436035
6115,17.792940139770508
6116,17.736196517944336
6117,17.71998405456543
6118,17.64512062072754
6119,17.56906509399414
6120,17.478227615356445
6121,17.419815063476562
6122,17.3490047454834
6123,17.290115356445312
6124,17.17996597290039
6125,17.215967178344727
6126,17.065048217773438
6127,17.062902450561523
6128,17.00305938720703
6129,16.94798469543457
6130,16.903162002563477
6131,16.789913177490234
6132,16.726970672607422
6133,16.69001579284668
6134,16.595125198364258
6135,16.53003692626953
6136,16.461849212646484
6137,16.431093215942383
6138,16.354084014892578
6139,16.356945037841797
6140,16.188859939575195
6141,16.241073608398438
6142,21.13199234008789
6143,21.04997634887696
6144,20.991086959838867
6145,20.91193199157715
6146,20.847082138061523
6147,20.865917205810547
6148,20.704030990600582
6149,20.699024200439453
